"영화명","누적매출액","누적관객수","스크린수","상영횟수","개봉일","배급사","등급","장르","감독","배우","제작사","개봉일스크린수","개봉일관객수","스크린수증가율"
"돈 텔 파파",3481025000,558745,81,10664,"2004-09-03","CJ ENM","15세관람가","코미디","이상훈","정웅인,유승호,채민서,이유진,천지윤,윤정,최우정,임호,이종수","기획시대(주)",75,27452,8
"돈의 맛",8780178611,1166018,643,36922,"2012-05-17","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","드라마","임상수","김강우,백윤식,윤여정,김효진,온주완,권병길,황정민,양재준,김응수,정원중,갈소원","휠므빠말주식회사",492,118042,30.6910569105691
"동갑내기 과외하기 레슨 2",3309177500,514669,262,19504,"2007-04-19","CJ ENM","12세이상관람가","코미디,멜로/로맨스","지길웅,김호정","이청아,박기웅,신선주,조성호,조달환,박충재,권진모,강준석,고경민,김대호,최동숙,이상헌,김택상,이희중,정유진,정재훈,이영하,이진성,이현옥,신정근,양금석,정대용,최일화,조용준,이주연","(주)프라임엔터테인먼트",218,26179,20.1834862385321
"동네사람들",3818515112,461693,731,23598,"2018-11-07","(주)리틀빅픽쳐스","15세이상관람가","액션,스릴러","임진순","마동석,김새론,이상엽,진선규,장광,신세휘,오희준,배진아,이광기,이상훈,이태규,김지은,안성일,양기원,강민준,김다영,김대현,김동환,최정현,최혜진,김새벽,김송이,김수영,손영순,이장유,권혁범,서문호,김유라","(주)에이치에스이디",666,54297,9.75975975975976
"동주",8905778963,1175381,543,40009,"2016-02-17","메가박스중앙(주)플러스엠","12세이상관람가","드라마","이준익","강하늘,박정민,김인우,최홍일,김정팔,최희서,신윤주,문성근,최종률,전재형,정운봉,이선주,허욱진,최정헌,윤정일,박명신,한창현,민진웅,정준원,이빛나,박태산","(주) 루스이소니도스",374,19124,45.1871657754011
"동창생",7010197126,1048280,660,36401,"2013-11-06","(주)쇼박스","15세이상관람가","액션,드라마","박홍수","최승현,한예리,윤제문,조성하,김유정,배성민,백주연,서정훈,송은영,안성민,이미지,이소민,이정수,이준수,이한솔,권혁석,임병우,정대곤,전도영,김정섭,차준호,최정선,허진찬,박태기,박성웅,동현배,유재명,정호빈,박길수,유하복,서동수,진용욱,이주실,이신성,권기하,이장유,박지일","더램프(주),(주)황금물고기",589,125671,12.0543293718166
"두 개의 달",2949348748,426706,347,16810,"2012-07-12","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","공포(호러)","김동빈","박한별,김지석,박진주,라미란,박원상,정원,박순철,서원영,배용근,정혜원,이종윤","(주)고스트픽처스,(주)주피터필름,롯데쇼핑㈜롯데엔터테인먼트",311,30747,11.5755627009646
"두 얼굴의 여친",4586849000,700417,382,28774,"2007-09-13","(주)쇼박스","15세이상관람가","멜로/로맨스,코미디","이석훈","봉태규,정려원,진태현,김혜옥,이영아,강병조,조달환,임성찬,임형국,이혜은,김정민,김사희","(주)화인웍스",350,32836,9.14285714285714
"두근두근 내 인생",12291081634,1624601,629,40158,"2014-09-03","(주)씨제이이엔엠","12세이상관람가","드라마","이재용","김승욱,송혜교,강동원,조성목,백일섭,황석정,안현정,강상대,신동길,양승걸,이강진,전상원,정동혁,정해진,허준석,김동섭,김소진,김승찬,김화목,도현민,박광설,채서진,김태준,오희준,서현,홍완표,최정현,신정섭,이동민","영화사 집",612,99364,2.77777777777778
"디워",49340084700,7855474,622,96439,"2007-08-01","(주)쇼박스","12세이상관람가","액션,판타지","심형래","브룩스 아만다,베어 제이슨","㈜영구아트",470,387468,32.3404255319149
"또 하나의 약속",3541402400,498670,192,14853,"2014-02-06","영화사올(주)","12세이상관람가","드라마","김태윤","우혜영,박철민,김규리,윤유선,박희정,유세형,이경영,박윤선,박윤호,강선영,석현,신혜정,정상민,정태수,정홍일,윤태영,최영옥,최혁진,최효원,이새별,이선영,이성준,이소연,한은경,김리승,김민식,김영환,김재현,김태영,김형일,정진영,김영재,김선영,김종언,임종윤,강진아,전소현,곽자형","(주)또하나의가족 제작위원회,(주)에이트볼픽쳐스",159,27304,20.7547169811321
"뚝방전설",2132943200,338737,180,13465,"2006-09-07","(주)쇼박스","18세관람가","액션,코미디","조범구","박건형,송요셉,이천희,김수현,MC 몽,김종태,오달수,황규택,박찬희,김세환,정세형,조희봉,박수영,주석태","(주)싸이더스",172,37830,4.65116279069767
"뜨거운 것이 좋아",3790477000,578732,256,20611,"2008-01-17","(주)시네마서비스","15세이상관람가","드라마","권칠인","이미숙,김민희,안소희,김성수,김준성,송지혜,조영수,한혜진,함현주,김경형,이혜연,김선호,이훈희,정인화,이은성,박광정,오연아","(주)시네마서비스",229,45365,11.7903930131004
"라디오 스타",9860797500,1590685,244,38934,"2006-09-28","(주)시네마서비스","12세관람가","드라마","이준익","박중훈,안성기,김현아,강광원,함수연,손덕배,허민희,조련,최정윤,황인준,나성식,황현성,노브레인,정원호,이순금,이준익,이재은,정석용,신정근,김장훈,윤주상,안미나","(주)영화사아침,(주)씨네월드",229,18992,6.55021834061135
"라스트 갓파더",18511991000,2541603,547,46450,"2010-12-29","CJ ENM","12세이상관람가","코미디","심형래","심형래,마이클 리스폴리,하비 케이틀,제이슨 미웨스,조셀린 도나휴,안소희,우혜림","㈜영구아트",450,138687,21.5555555555556
"러브픽션",13200551500,1726227,617,44133,"2012-02-29","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","멜로/로맨스,코미디","전계수","하정우,공효진,이병준,지진희,유인나,최유화,전수지,장동찬,정동철,최재용,최준용,이원함,박재한,이규원,이규희,김재화,차은재,조용준,박준면,조희봉,박영수,서현우,조희봉,강신철,이윤희,김남순,설창희,최정현,이은채,손병욱","(주)삼거리픽쳐스,(주)판타지오",483,165606,27.7432712215321
"럭키",56445023256,6975571,1234,155990,"2016-10-13","(주)쇼박스","15세이상관람가","코미디","이계벽","김운,유해진,이준,조윤희,임지연,전혜빈,이동휘,박선용,박은미,정소리,최시형,홍의권,김기정,고준,차엽,이성욱,정희태,김현숙,김시우,김민상,신정섭,최원,이승철","(주)용필름",889,214065,38.8076490438695
"런닝맨",10060239500,1422844,567,45995,"2013-04-04","이십세기폭스코리아(주)","15세이상관람가","액션,코미디","조동오","김혜란,신하균,이태리,김상호,조은지,오정세,주현,김의성,정석용,남경읍,정동석,조원철,지성환,김도연,김선간,한승현,염동헌,정민성,박상욱,권범택,김태훈,조운","(주)크리픽쳐스,이십세기폭스 인터내셔널 프로덕션",533,63499,6.37898686679174
"레드슈즈",6103833190,817729,717,20376,"2019-07-25","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","애니메이션,코미디,판타지,어드벤처,멜로/로맨스","홍성호","클로이 모레츠,샘 클라플린,지나 거손,패트릭 워버튼,짐 래쉬,아바 콜커,사성웅,김명준,신용우,유호한,곽지혜,전진아,권성혁,김규동,정승욱,윤세웅,정재헌,안소이,신예솔,이종구,전광주,최한,서문석","(주)싸이더스",590,34635,21.5254237288136
"레드카펫",2405669580,316953,385,17696,"2014-10-23","(주)프레인글로벌","15세이상관람가","멜로/로맨스,코미디","박범수","윤계상,고준희,오정세,조달환,황찬성,신지수,장래군,허진,이미도,안재홍,윤다경,김자영,조혜선,손병욱","씨네주(유),(주)누리픽쳐스",375,26180,2.66666666666667
"레슬러",6481379657,771141,957,43079,"2018-05-09","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마,코미디","김대웅","한도진,유해진,이성경,김민재,나문희,성동일,진경,황우슬혜,박규영,이한서,최유화,이예원,이배,이미경,배수현,이윤호,이주한,김진철,김태윤,김희원,정혜경,김명희,한경미,김민혜,양현민,현봉식,김태훈,김강현,오정세,박성범,정승호","(주)안나푸르나필름",878,63660,8.99772209567198
"로망스",2376146100,371700,173,13304,"2006-03-16","CJ ENM","18세관람가","멜로/로맨스","문승욱","조재현,김지수,김경란,김시권,이성주,조은덕,박정현,이장욱,최정식,홍윤정,김도균,박상영,윤종훈,김권군,김준,이무생,기주봉,안길강,엄효섭,윤제문,김영필,이정민,손희순","(주)엘제이필름",168,30056,2.97619047619048
"로봇, 소리",3519595560,476665,609,25502,"2016-01-27","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마","이호재","이성민,이희준,이하늬,김원해,채수빈,심은경,곽시양,이영진,이무생,남연우,전국환,류준열,박영수,이현석,박정민,안광복,유민상,이상우,이승준,노소영,차순배,박지훈","(주)영화사 좋은날,(주)디씨지플러스",601,52321,1.33111480865225
"롱 리브 더 킹: 목포 영웅",9228798910,1094404,965,38839,"2019-06-19","메가박스중앙(주)플러스엠,(주)콘텐츠 난다긴다","15세이상관람가","액션,드라마","강윤성","김래원,원진아,진선규,최귀화,최무성,주진모,장지건,정원중,이성우,김홍표,민무제,김동현,차엽,남승화,노진영,마동석,길해연,박용,서문호,서영민,김귀선,박주운,김동민,신미영,배해선,신용욱,신혜경,안지혜,유희제,윤계상,김서현,윤병희,김수안,윤재인,임효진,공태원,이선영,홍범기,김형욱,조미초,홍지석,홍진기,차우진,이찬수,황인성,정기용,김승희,김시윤,정동훈,조한나,주영호,이기창,진선규,차민경,금광산,이도군,김구택,김대흥,이동철,하수호,김보정,김필,이용이,정수연,정수현,한상철,이병수,정시후,남상덕,주진무,남택근,문정환,진모,유태근,유태선,정선철,정수원,정윤성,민지호,정승균,정은경,신영옥,신용선,이규호,정환욱,박수지,김지은,이원민,이은미,최재환,배송이,박찬양,박천국,최지호,임철영,임형섭,임형준,장덕출,송욱경,장유빈,송해구,홍이주,황정인,홍기준","(주)영화사 필름몬스터,(주)비에이엔터테인먼트",965,117538,0
"리얼",3358122530,470195,970,25142,"2017-06-28","(주)씨제이이엔엠","청소년관람불가","액션","이사랑","김수현,성동일,이성민,최진리,조우진,이경영,김홍파,정인겸,최권,한지은,문광무,박서준,장현도,전누리,최안나,이경민,이상훈,이선민,이선민,이성민,이세원,이수연,이정현,이태형,황수진,이형주,임지혜,고규필,황성준,배수지,안소희,현봉식,이정현,김선아,윤경호,장태영,이상훈","(주)코브픽쳐스",970,146965,0
"리턴",4271881500,641852,235,15223,"2007-08-08","CJ ENM","청소년관람불가","미스터리,스릴러","이규만","김명민,김병철,정유석,김태우,유준상,김유미,허행욱,박정순,조지은,박효진,노남석,한상문,백승환,김나래,김건수,전영현,김경택,유석진,이지형,최민경,전만재,전우진,임말숙,최승희,오세윤,최윤영,김진선,김지선,김은아,조승연,서영화,장준녕,김뢰하,이승호,이민규","(주)아름다운영화사,로터스필름(주)",229,43123,2.62008733624454
"리틀 포레스트",11934249185,1506911,884,68423,"2018-02-28","메가박스중앙(주)플러스엠","전체관람가","드라마","임순례","김태리,류준열,문소리,진기주,홍성덕,이광용,이상준,김재훈,이유진,김정은,김주은,이태영,김지윤,오수엽,박미현,박민지,박성준,임정희,박수현,박정희,박종찬,김혁,김호,강민지,김다정,김동혁,김명희,최원석,최혜림,김소정,김수현,김은영,김예슬,전국향,장재희,정준원,김현지","(주)영화사수박",831,131350,6.37785800240674
"마녀",27242029463,3189091,1117,90843,"2018-06-27","워너브러더스 코리아(주)","15세이상관람가","미스터리,액션","박훈정","김다미,조민수,박희순,최우식,백승철,김하나,이강곤,이상용,백규현,김종면,김종훈,서영희,송민수,이주원,이채현,이하영,이혜성,남경민,모그,박상현,박상훈,박시현,장민재,정다은,박정수,정승채,정지민,김한솔,조제웅,진영준,권용석,김기훈,김미진,최정우,김상훈,김수현,김승우,김영원,김영민,김우주,고민시,권태원,현봉식,이기영,최현종,오미희,김병옥,이주원,곽진석,명홍진","(주)영화사 금월,(주)페퍼민트앤컴퍼니",880,121990,26.9318181818182
"마담 뺑덕",3728980590,471172,536,21636,"2014-10-02","(주)씨제이이엔엠","청소년관람불가","멜로/로맨스","임필성","정우성,이솜,박소영,박팔영,손지연,어주선,정현석,한세인,김도연,김성민,김희원,민들레,박소담,윤세아,한주영,김경재,손석구,이창훈,안민영,조윤우,김자영,박서연","(주)영화사동물의왕국",536,67072,0
