"영화명","누적매출액","누적관객수","스크린수","상영횟수","개봉일","배급사","등급","장르","감독","배우","제작사"
"챔프",3850241300,535657,301,19683,2011-09-07,"(주)쇼박스","12세이상관람가","드라마","이환경","차태현,김수정,유오성,박하선,김혜선,백도빈,윤희석,조인권,방현용,방현용,한창민,김석봉,유미라,이서이,박상우,박성일,최원준,최은지,김정준,박근록,김광규,김상호,정민성,백현주,김기천,한이진,손병욱","(주)씨엘엔터테인먼트,(주)대명문화공장,(주)예인문화,(주)화인웍스"
"챔피언",9471138230,1128774,874,47320,2018-05-01,"워너브러더스 코리아(주)","12세이상관람가","드라마","김용완","마동석,권율,한예리,박성일,유지연,이규호,이수정,김정화,이혜민,김지연,김지환,김태현,오승환,유지연,박세준,전민지,전혜원,정승환,박지연,김건,김동현,김동현,김미미,홍지원,김재민,김수진,양현민,박지연,양조아,곽자형,서문호,오창경,이동진,이범규","(주)코코너"
"천국의 우편배달부",637892500,95060,105,3819,2009-11-12,"CJ ENM","전체관람가","멜로/로맨스,판타지","이형민","한효주,영웅재중,조선욱,서민지,윤석현,장주연","(주)삼화네트웍스"
"천군",5852391000,933147,186,18850,2005-07-15,"(주)쇼박스","15세관람가","액션","민준기","박중훈,최경원,황정민,김승우,공효진,김응수,박완규,신선영,안희철,조용식,안미정,김병선,이동석,서의석,차상민,민준기,박병권,김승철,김용,김태엽,김수용,권일수,김병춘,김수현,이한솔,원근희,오일용","(주)싸이더스"
"천년여우 여우비",2496355500,460925,117,9897,2007-01-25,"CJ ENM","전체관람가","애니메이션,가족,판타지","이성강","손예진,공형진,류덕환,최도영","선우애니메이션,(주)옐로우필름"
"천문: 하늘에 묻는다",7808242950,965624,1198,25734,2019-12-26,"롯데컬처웍스(주)롯데엔터테인먼트","12세이상관람가","사극","허진호","최민식,한석규,신구,김홍파,허준호,김태우,김원해,임원희,오광록,박성훈,전여빈,김승훈,박기륭,김병남,안문주,윤제문,민경진,이동용,김승태,최재섭,이서환,류지훈,김성강,현봉식,이중옥,조진결,김형묵,설도희,강한샘,김동현,이한솔,오세영,강성하,김준범,최일순,오희준,배제기,배준수,조원재,김진희,이승훈,오지영,김현창,황진호,성레이,이한성,송용환,황영수,홍현종,김용식,최순영,김병남,노현욱,박문재,정민,조준혁,유재윤,김길중,허도행,이광식,윤동주,김세정,김용,김홍기,배재완,김시우,임소현,한희림,문가희,이서연,김현선,왕나경,최진주,정보람,이나라,홍달표,문정혁,이용호,안세진,김흥태,이해만,노승천,김태응,최태호,이현일,김유진,이승호,이한형,박민규,김경준,김용운,전동현,김학준,남준우,박기명,김영모,김민서,임정환,송재현,이시검,주민준,김기영,김학충,박규상","(주)하이브미디어코프"
"천하장사 마돈나",3552058700,575315,172,16269,2006-08-31,"CJ ENM","15세관람가","드라마,코미디","이해영,이해준","류덕환,백윤식,김윤석,김용훈,최정우,송선찬,신민정,정두환,김현근,황병직,안종현,김태준,박민기,장보근,장지영,김용만,이준익,문세윤,이상아,홍기준,박영서","(주)싸이더스,반짝반짝영화사(주)"
"청년경찰",44382020516,5653444,1102,118547,2017-08-09,"롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션","김주환","박서준,강하늘,성동일,박승호,한도진,박하선,정다은,김규백,이하준,이현일,임대현,박정훈,장석진,서은지,서정우,서지원,신정화,조윤주,우상기,이강재,이다영,최광원,최지민,이도현,이상민,이세희,이수진,한재욱,이은비,이재웅,이정수,이주원,서정연,고준,전준영,이호정,배유람,이승희,류경수,정원중,이수인,김강현,최홍일,정동훈,안성봉,양현진,서도빈,지찬,이규성,변우석,박재홍,태윤","(주)무비락,(주)도서관옆스튜디오,베리굿스튜디오(주)"
"청담보살",9599189500,1308810,387,42841,2009-11-11,"(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","멜로/로맨스,코미디","김진영","임창정,박예진,이준혁,박주연,주성민,김규동,박경진,이혜주,이상하,박미선,정수진,김아림,이현식,서영희,박휘순,이철민,양택조,길해연,박효주,김희원,정민성,김기천,손희순","(주)전망좋은 영화사"
"청연",3106648400,496003,164,9323,2005-12-29,"코리아픽쳐스(주)","12세관람가","드라마","윤종찬","장진영,김주혁,김응수,한지민,나카무라 토오루,진태현,현종욱,최호진,박상윤,박성진,임정혁,유재명,이승호,김기천,주부진","코리아픽쳐스(주)"
"청춘만화",9785168000,1567514,298,32939,2006-03-23,"(주)쇼박스","12세관람가","코미디,멜로/로맨스","이한","권상우,김하늘,이상우,강기화,김효경,홍수연,김희숙,박정섭,최현경,박진아,서지은,김광태,원진,김선웅,임혜진,박상원,임재강,박승범,최영주,정승혜,임희재,이영철,이경진,장미인애,조덕제,이영란,최종률,정강희","㈜팝콘필름"
"체포왕",6413325500,870887,407,32545,2011-05-04,"롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디,액션","임찬익","박중훈,이선균,김정태,강기화,손광익,손정희,신정호,김해정,임찬익,김병석,김다은,김다혜,서정주,문준영,김대욱,김선민,윤성원,정단비,정동철,최성원,오성수,김승필,유창숙,이태우,이하늘,이종경,최재섭,임승묵,조재윤,장소연,최덕문,이한위,배용근,권병길,김소진,리우진,백지원,최교식","(주)씨네이천"
"첼로-홍미주 일가 살인사건",985067500,158318,124,6573,2005-08-18,"(주)튜브엔터테인먼트","15세관람가","공포(호러)","이우철","성현아,박다안,정우철,최장원,최지은,김윤예,박정호,조은철,안수현,안여진,백진영,박노근,유지수,최수진,최원기,최윤희,이한나,정호빈,왕빛나,박성도","탁함 필름"
"초능력자",15374798000,2130645,612,58009,2010-11-10,"(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","SF,드라마","김민석","김한나,강동원,고수,정은채,윤다경,최덕문,김수남,허명행,강민서,홍대성,홍대성,최장훈,김윤하,김한수,황상길,문용찬,이미경,채성원,유동헌,전상하,윤정빈,박아람,오정택,최윤석,김대현,김지원,이형훈,조덕제,류아벨,변희봉,김광규,김인권,김소진,이세랑,김영아,김기범,김서원,조영규,이수광","영화사 집"
"최강로맨스",6931136500,1190703,253,26656,2007-01-25,"(주)쇼박스","15세이상관람가","멜로/로맨스,코미디","김정우","이동욱,현영,손승진,정현,박진호,류성열,마창일,모종혁,김도현,이상하,유용주,곽진석,권기덕,전혜진,임영수,오현암,이영림,김진숙,이현수,조승연,이종석,황석정,이종수,이도겸,이미은,주석태,정인기,곽진석","㈜더드림앤드픽쳐스,(주)디알엠엔터테인먼트"
"최강전사 미니특공대 : 새로운 악당의 습격",1171904200,155433,318,4627,2015-02-05,"에이원엔터테인먼트","전체관람가","애니메이션","이영준","엄상현,전태열,신용우","(주)삼지애니메이션"
"최강전사 미니특공대: 영웅의 탄생",878983200,117386,349,4896,2016-02-04,"(주)삼지애니메이션","전체관람가","애니메이션","이영준","엄상현,양정화,전태열","(주)삼지애니메이션"
"최종병기 활",55827861500,7470633,615,130054,2011-08-10,"롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","사극,액션","김한민","박해일,류승룡,김무열,문채원,이한위,김구택,이경영,박기웅,이승준,이재구,박노식,이다윗,전민서,오타니 료헤이,강규영,김홍수,김길동,최선미,조우진,이미소,최태환,박진주,한성민,김남수,강은규,김기덕,이상도,장재욱,임미주,박상희,최유라,이유비,이항주,이동훈,문영동,박명신,강신철,강신하","(주)디씨지플러스,(주)다세포클럽"
"추격자",33986959000,5046096,433,106805,2008-02-14,"(주)쇼박스","청소년관람불가","범죄,스릴러,액션","나홍진","김윤석,하정우,서영희,박효주,김유정,최정우,정인기,최지윤,김은성,최홍석,박지안,박진성,노현정,이민복,최문수,유원선,구태진,전진배,유지연,이철오,이인철,박진우,송요셉,조세영,조덕제,하성광,이장유,오연아,손희순,김영선","(주)영화사비단길"
"치외법권",2664941005,346483,446,15297,2015-08-27,"판씨네마(주)","15세이상관람가","액션","신동엽","임창정,최다니엘,나현정,임은경,장광,이경영,문제영,정한비,박영진,임정아,박일우,정형석,조원재,서동수,서진원,이응준,안현준,최병모,방은희,반민정,한주영,전소니,강신철,조한선,최홍일,김기천,윤주,임용순,신정섭,유기석","(주)유니프로,(주)스톰픽쳐스코리아"
"치즈인더트랩",1890873700,229005,364,14710,2018-03-14,"(주)리틀빅픽쳐스","15세이상관람가","멜로/로맨스,스릴러","김제영","박해진,이채민,오연서,박기웅,유인영,오종혁,박산다라,문지윤,김현진,김도완,전준영,이석준,백경찬,이주영,이현석,박상연,박우준,박재환,박주리,김기호,김동규,이우동,고민시,이정혁,김강훈,이정빈","(주)마운틴무브먼트스토리"
"친구 2",21804687513,2971475,968,69865,2013-11-14,"롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","액션","곽경택","유오성,주진모,김우빈,김미진,최종석,한기준,문혜지,황순영,신승찬,양혜경,이재덕,정종호,정현수,이준혁,장영남,이철민,이동훈,기주봉,정호빈,한재영,지승현,황성준,조민준,장지건,고우림,주석태,최정현,유정호,이언수","(주)트리니티엔터테인먼트,(주)제이콘컴퍼니"
"친절한 금자씨",20483051393,3119682,386,41438,2005-07-29,"CJ ENM","18세관람가","스릴러","박찬욱","이영애,최민식,권예영,김시후,남일우,김병옥,오달수,이승신,김부선,라미란,고수희,최정우,송강호,김유정,강남미,이대연,최희진,이병준,이용녀,차순배,박명신","(주)모호필름"
"친정엄마",3321091000,472009,275,24994,2010-04-22,"(주)싸이더스","전체관람가","드라마,가족","유성엽","김해숙,박진희,정현주,박준호,최태영,최혜경,권오현,강주연,서원상,최선영,장지연,김태훈,이전환,이미도,조영진,김자영,이빛나,곽자형,이선주,오창경,신유람","(주)동아수출공사,아일랜드픽처스(주)"
"침묵",3930219264,494097,634,23228,2017-11-02,"(주)씨제이이엔엠","15세이상관람가","드라마","정지우","최민식,박신혜,류준열,이하늬,박해준,조한철,이수경,박성희,박태강,박호산,송준,안성봉,채현우,이연,이태형,임승묵,박규영,남명렬,박형수,김대현,서현우,김수진,강신철,김영재,장원형,박지연,권은수,오아연,이민웅,백종승,윤재인,한사명,전운종,박중금,양현진,진현광,이정민,이정민,이상철","(주)용필름"
"카리스마 탈출기",532419300,86027,141,6003,2006-03-30,"CJ ENM","15세관람가","코미디","권남기","안재모,윤은혜,박슬기,현영,정준하,장정희,이진우,윤택,박효준,윤문식,양주호","태창엔터테인먼트(주)"
"카운트다운",3630557000,471547,341,20958,2011-09-29,"(주)싸이더스,(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","드라마,액션","허종호","정재영,전도연,오만석,손상현,김홍재,조서희,신선희,조수영,김준원,오광록,박주원,최현수,최효상,박초롱,노남석,권혁준,고상우,김관수,김기만,이민영,김태성,권성국,김철수,오대환,오상호,배성우,김재화,정혜선,김광규,최종률,김강일,정만식,박혜진,위지웅","(주)영화사봄"
"카트",5928169433,814424,544,28591,2014-11-13,"(주)리틀빅픽쳐스","12세이상관람가","드라마","부지영","염정아,문정희,김영애,김강우,이승준,도경수,김민경,김선간,김지은,김지현,김현,이고운,이승준,이주현,이지혜,김수안,지우,길해연,황정민,김희원,박미현,송지인,장리우,목규리,박수영,이창훈,천우희,박지연,박성연,이선희,이정은,김가영,이선주,정경섭,박혜진,김비비,최병윤,윤상훈","(주)명필름"
"캐리tv 러브콘서트 더 무비",230599700,29277,155,1538,2019-08-07,"롯데컬처웍스(주)롯데엔터테인먼트","전체관람가","공연","정귀호,이민환,석진욱","이성인,소경호,현채민,스텔라,김은아,정혜인,전민지,김선윤,최정윤,진양욱,이나영,김지정,조유호,원종석,윤선욱,스텔라,이지나,이문혁,이하림,이예빈,허복산,이다은,이다은","(주)캐리소프트"
"캐치미",3396292000,494126,517,16864,2013-12-18,"롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","코미디,멜로/로맨스","이현종","김아중,주원,박은영,강남현,박태영,박호진,임우철,장원,신비감,조영헌,차승훈,이가경,이대수,최규호,이상훈,이성동,이성민,이정욱,이준규,이지연,이지영,김미나,김미라,김미숙,김소라,김영주,김초롱,김현아,김희정,배성우,유재명,김희원,이세랑,주석태,배진웅,이상훈,강덕중,차청화,김사희,유정호,이은채,박현우,정현국","(주)소넷엔터테인먼트,(주)스튜디오 산타클로스엔터테인먼트"
