"영화명","누적관객수","매출액점유율","누적매출액","스크린수","매출액","관객수","상영횟수","개봉일","제작사","배급사","등급","장르","감독","배우"
"나의 특별한 형제",1478156,0.007,12081618074,936,12081618074,1478156,49927,"2019-05-01","(주)명필름","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마","육상효","신하균"
"어린 누나 3",177,0,948000,20,948000,177,20,"2019-05-02","너바나 필름","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","계장혁",""
"친절한 며느리 무삭제",20,0,1e+05,20,1e+05,20,20,"2019-05-02","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김이슬",""
"동생의 여자들",1,0,5000,1,5000,1,1,"2019-05-03","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이진",""
"물좋은하숙집2-무삭제",1,0,5000,1,5000,1,1,"2019-05-03","에이원 미디어","에이원 미디어","청소년관람불가","멜로/로맨스","장두만",""
"예쁜 며느리",1,0,5000,1,5000,1,1,"2019-05-03","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이정",""
"젊은 장모님들",1,0,5000,1,5000,1,1,"2019-05-03","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이진",""
"착한 사촌 여동생",1,0,2000,1,2000,1,1,"2019-05-03","(주)씨맥스커뮤니케이션즈","(주)씨맥스커뮤니케이션즈","청소년관람불가","드라마","윤중부",""
"친구의젊은엄마",1,0,5000,1,5000,1,1,"2019-05-03","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","정민용",""
"여대생들의은밀한아르바이트",119,0,657000,20,657000,119,20,"2019-05-07","에이원 미디어","에이원 미디어","청소년관람불가","멜로/로맨스","천성준",""
"연애 : 엄마친구 2",20,0,1e+05,20,1e+05,20,20,"2019-05-07","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김부곤","안소희"
"남편친구들",172,0,938000,20,938000,172,20,"2019-05-08","(주)가온콘텐츠","(주)가온콘텐츠","청소년관람불가","드라마","최정자","이채담"
"걸캅스",1629528,0.007,13812802134,973,13812802134,1629528,63163,"2019-05-09","(주)필름모멘텀","(주)씨제이이엔엠","15세이상관람가","코미디","정다원","라미란"
"내 여자친구의 엄마 무삭제",1,0,6000,1,6000,1,1,"2019-05-09","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김부곤","박주빈"
"어린 처제 3",169,0,932000,20,932000,169,20,"2019-05-09","너바나 필름","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","계장혁",""
"장모의유혹-무삭제",1,0,5000,1,5000,1,1,"2019-05-10","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","김이슬",""
"엄마 애인 2 - 무삭제판",1,0,2000,1,2000,1,1,"2019-05-14","너바나 필름","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","최우성",""
"출장 마사지 : 흥분한 여자들",20,0,1e+05,20,1e+05,20,20,"2019-05-14","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","정철진",""
"배심원들",288579,0.001,2306806090,784,2306806090,288579,20271,"2019-05-15","반짝반짝영화사(주)","CGV아트하우스","12세이상관람가","드라마","홍승완","문소리"
"악인전",3364712,0.016,29133760150,1307,29133760150,3364712,97351,"2019-05-15","(주)비에이엔터테인먼트","(주)에이스메이커무비웍스","청소년관람불가","범죄","이원태","마동석"
"어린고모",180,0,955000,20,955000,180,20,"2019-05-15","(주)가온콘텐츠","(주)가온콘텐츠","청소년관람불가","드라마","최정자",""
"화끈한 룸메이트",166,0,858000,20,858000,166,20,"2019-05-16","무비진","주식회사 플릭스코","청소년관람불가","멜로/로맨스","백석동","진시아"
"보도드라이버: 떡마차",161,0,848000,20,848000,161,20,"2019-05-17","두리컴","(주)노바이앤티","청소년관람불가","성인물(에로)","이두희",""
"잘주는 누나들",1,0,5000,1,5000,1,1,"2019-05-17","(주)케이피에이기획","(주)케이피에이기획","청소년관람불가","멜로/로맨스","천성준",""
"밀애 2019 무삭제",20,0,105000,20,105000,20,20,"2019-05-21","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김이슬","이은미"
"어린 엄마 2 - 무삭제판",1,0,2000,1,2000,1,1,"2019-05-21","(주)컨텐츠 빌리지","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","정진호",""
"어린 의뢰인",204259,0.001,1686149600,671,1686149600,204259,17416,"2019-05-22","이스트드림시노펙스(주)","롯데컬처웍스(주)롯데엔터테인먼트","12세이상관람가","드라마","장규성","이동휘"
"엄마 애인 3",256,0,1348000,20,1348000,256,39,"2019-05-23","너바나 필름","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","정진호",""
"여선생2 무삭제",1,0,5000,1,5000,1,1,"2019-05-23","(주)영화사히트","(주)영화사히트","청소년관람불가","코미디","김대성",""
"음란 과외 2",250,0,1341000,20,1341000,250,39,"2019-05-23","(주)컨텐츠 빌리지","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","최우성",""
"밀애 : 친구의 아내 무삭제",1,0,6000,1,6000,1,1,"2019-05-24","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","유해종",""
"소희의은근히꼴리는사생활",1,0,5000,1,5000,1,1,"2019-05-24","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","김이슬","안소희"
"잘주는 여비서들",1,0,2000,1,2000,1,1,"2019-05-24","(주)씨맥스커뮤니케이션즈","(주)씨맥스커뮤니케이션즈","청소년관람불가","드라마","윤중부",""
"착한 친구아내 무삭제",1,0,6000,1,6000,1,1,"2019-05-24","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김부곤",""
"엄마의 정사 무삭제",1,0,6000,1,6000,1,1,"2019-05-28","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","이상민",""
"젊은 형수 2 무삭제",1,0,6000,1,6000,1,1,"2019-05-28","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","이상민",""
"처제와의 정사 무삭제",1,0,6000,1,6000,1,1,"2019-05-28","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","이상민",""
"0.0MHz",137294,0.001,1088258860,446,1088258860,137294,5998,"2019-05-29","(주)제이엠컬쳐스","(주)스마일이엔티","15세이상관람가","공포(호러)","유선동","정은지"
"개인교수 : 여친 만족 시키기 무삭제",1,0,6000,1,6000,1,1,"2019-05-30","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","이상민","미즈미 사키"
"기생충",10085275,0.046,85883963645,1948,85883963645,10085275,192855,"2019-05-30","(주)바른손이앤에이","(주)씨제이이엔엠","15세이상관람가","드라마","봉준호","송강호"
"새아빠 무삭제",1,0,6000,1,6000,1,1,"2019-05-30","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","이상민",""
"어린 엄마 3",176,0,947000,20,947000,176,20,"2019-05-30","(주)컨텐츠 빌리지","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","계장혁",""
"음란가족",20,0,109000,20,109000,20,20,"2019-05-30","(주)로드하우스","(주)로드하우스","청소년관람불가","드라마","김종민",""
"처제는, 처제와, 처제의...",162,0,850000,20,850000,162,20,"2019-05-30","(주)마이애미미디어","(주)나우콘텐츠","청소년관람불가","멜로/로맨스","노현진","설영"
"친구엄마 : 은밀한 정사 무삭제",1,0,6000,1,6000,1,1,"2019-05-30","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","이상민",""
"사촌여동생들-무삭제",1,0,5000,1,5000,1,1,"2019-05-31","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","정민용",""
"접대 전문 여비서",1,0,2000,1,2000,1,1,"2019-05-31","(주)레드언더미디어","(주)레드언더미디어","청소년관람불가","드라마","윤준세",""
"어린 여동생",1,0,5000,1,5000,1,1,"2019-06-03","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"애인 : 친구의 딸 무삭제",20,0,105000,20,105000,20,20,"2019-06-04","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김종민",""
"딸의 애인 2-무삭제판",1,0,2000,1,2000,1,1,"2019-06-05","(주)컨텐츠 빌리지","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","김태수",""
"엄마학개론-무삭제",1,0,5000,1,5000,1,1,"2019-06-05","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","차지민",""
"막내 형수",180,0,955000,20,955000,180,20,"2019-06-06","(주)컨텐츠 빌리지","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","최우성",""
"밀애 2019",1,0,6000,1,6000,1,1,"2019-06-07","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김이슬","이은미"
"불륜 동창회 2 무삭제",1,0,6000,1,6000,1,1,"2019-06-07","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김종민","안소희"
"아빠와 딸",248,0,1407000,20,1407000,248,20,"2019-06-07","(주)디에이치미디어","(주)디에이치미디어","청소년관람불가","멜로/로맨스","왕지방","조완진"
"여친의 속사정",1,0,1000,1,1000,1,1,"2019-06-07","(주)씨맥스커뮤니케이션즈","(주)씨맥스커뮤니케이션즈","청소년관람불가","드라마","윤중부",""
"오피스텔-잘하는애들로",122,0,663000,20,663000,122,20,"2019-06-07","(주)케이피에이기획","(주)케이피에이기획","청소년관람불가","멜로/로맨스","천성준",""
"이상한 게임",54,0,324000,1,324000,54,1,"2019-06-09","디자인 콘텐츠","디자인 콘텐츠","15세이상관람가","미스터리","신재천","공호석"
"딸의 친구 3 - 무삭제판",1,0,2000,1,2000,1,1,"2019-06-11","(주)컨텐츠 빌리지","(주)컨텐츠 빌리지","청소년관람불가","멜로/로맨스","계장혁",""
"나의 어린 처제",1,0,5000,1,5000,1,1,"2019-06-12","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이재금",""
"여자 하숙집 3",20,0,1e+05,20,1e+05,20,20,"2019-06-12","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","조태호",""
"노리개: 그녀의 눈물",3664,0,28206250,50,28206250,3664,484,"2019-06-13","주식회사 마운틴픽쳐스","(주)제이앤씨미디어그룹","15세이상관람가","드라마","최승호","마동석"
"남편 교환의 날 - 감독판",1,0,5000,1,5000,1,1,"2019-06-14","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이정",""
"내 동생의 아내 무삭제",1,0,6000,1,6000,1,1,"2019-06-14","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","조태호","설영"
"내 아내의 언니 3 무삭제",1,0,6000,1,6000,1,1,"2019-06-14","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","조태호",""
"보도드라이버: 풀코스",184,0,1110000,20,1110000,184,21,"2019-06-14","두리컴","(주)노바이앤티","청소년관람불가","성인물(에로)","김덕",""
"새엄마 3 무삭제판",1,0,6000,1,6000,1,1,"2019-06-14","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김부곤",""
"어린 형수와 여동생",1,0,5000,1,5000,1,1,"2019-06-14","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이진",""
"착한 새누나",1,0,5000,1,5000,1,1,"2019-06-14","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"독고다이",1,0,1000,1,1000,1,1,"2019-06-18","(주)케이알씨지","(주)케이알씨지","15세이상관람가","드라마","이수성",""
"여직원들 : 직장 연애사 2 무삭제",1,0,6000,1,6000,1,1,"2019-06-18","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","조태호",""
"누나의 맛",169,0,933000,20,933000,169,20,"2019-06-19","(주)담화","(주)담화","청소년관람불가","기타","미스터빽",""
"롱 리브 더 킹: 목포 영웅",1094404,0.005,9228798910,965,9228798910,1094404,38839,"2019-06-19","(주)영화사 필름몬스터","메가박스중앙(주)플러스엠","15세이상관람가","액션","강윤성","김래원"
"불륜 며느리",20,0,1e+05,20,1e+05,20,20,"2019-06-19","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","조태호",""
"뺑덕어멈",1,0,1000,1,1000,1,1,"2019-06-20","(주)케이알씨지","(주)케이알씨지","청소년관람불가","멜로/로맨스","이숭환",""
"시월드",184,0,918000,20,918000,184,20,"2019-06-21","(주)메이크아트","(주)메이크아트","청소년관람불가","멜로/로맨스","한우리",""
"여친의 맛",1,0,1000,1,1000,1,1,"2019-06-21","(주)씨맥스커뮤니케이션즈","(주)씨맥스커뮤니케이션즈","청소년관람불가","드라마","이호근",""
"친구부부와교환섹스",1,0,5000,1,5000,1,1,"2019-06-21","스마일컨텐츠","스마일컨텐츠","청소년관람불가","멜로/로맨스","정민용",""
"밀애 : 친구엄마 2",20,0,1e+05,20,1e+05,20,20,"2019-06-24","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","임현태",""
"착한 엄마: 아버지의 여자를 탐하다",451,0,2571000,19,2571000,451,20,"2019-06-24","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이진명",""
"관계 : 형수와 딸 무삭제",1,0,6000,1,6000,1,1,"2019-06-25","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","정완경",""
"우리도련님 무삭제",1,0,5000,1,5000,1,1,"2019-06-25","(주)영화사히트","(주)영화사히트","청소년관람불가","멜로/로맨스","김대성",""
"비스트",203042,0.001,1606470590,737,1606470590,203042,12404,"2019-06-26","(주)스튜디오앤뉴","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","범죄","이정호","이성민"
"여친 엄마 3 무삭제",20,0,1e+05,20,1e+05,20,20,"2019-06-26","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김종민","백세리"
"친절한 며느리",1,0,6000,1,6000,1,1,"2019-06-27","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김이슬","이은미"
"나쁜 처제",20,0,1e+05,20,1e+05,20,20,"2019-07-01","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","김부곤",""
"내 아내의 친구들",1,0,5000,1,5000,1,1,"2019-07-01","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","이재훈",""
"착한 제수씨",1,0,5000,1,5000,1,1,"2019-07-01","(주)소나무픽쳐스","(주)소나무픽쳐스","청소년관람불가","멜로/로맨스","강정훈",""
"친구아빠 2 무삭제",1,0,6000,1,6000,1,1,"2019-07-02","(주)영화사가을","(주)영화사가을","청소년관람불가","멜로/로맨스","정완경",""
"귀신의 향기",748,0,5295500,17,5295500,748,150,"2019-07-03","(주)스튜디오후크","(주)스튜디오후크","15세이상관람가","공포(호러)","이준학","강경준"
"맛있는 여상사",1,0,1000,1,1000,1,1,"2019-07-05","(주)씨맥스커뮤니케이션즈","(주)씨맥스커뮤니케이션즈","청소년관람불가","드라마","윤중부",""
